index,full_text,sentiment
721,txtdaribandung nyieun emosi jeung stress komo mun geus pagigir jeung damri elf angkot ,Neutral
722,krl date mrt date angkot date sekali cobain dong perahu date ,Neutral
723,pinkfloralmood nonbrt rail based transportation dan juga maksimalkan fungsi angkot sebagai sarana pendukung jkt identik sekali dengan kota yang memakai car based infrastructure car dependency sehingga angka kendaraan di dalam satu ruas jalan begitu padat sedangkan luas jalannya sendiri ,Neutral
724,naik angkot boleh klo bertiga atau lebih,Neutral
725,gatau ini strict apa bukan tapi emak gue emang banyak pantangannya sih   nggak boleh aku harus namasaya  address someone when talk to them iya bu nggak pakde  nggak boleh pergi sendirian pas di rumah  nggak boleh naik angkot  nggak boleh berdua sama cowok,Neutral
726,dosa gak sih kalo lebih suka naik tj krl atau angkot daripada naik motor padahal udah ada motor juga wkwk,Neutral
727,hampir aja ya allah hp gue jatoh di angkot ,Neutral
728,baru kepikiran kenapa ga naik angkot aja setelah tiga bulan menjadi pengabdi gojek ,Neutral
729,kegblgnunfaedh pernah lagi nyelesain skripsi pulang kamalaman hujan  trus hrs nyambung angkot wktu itu pengen nangis dlm hati nyesal bgt krn milih jomblo haha klo punya pacar pulang kampus jam segitu pasti ada yg temanin dunk esok paginya lanjut sibuk lagi n life goes on and on,Neutral
730,getawonhee kataku mending km pindah angkot,Neutral
731,asli mba yang duduk di angkot depan gue banget ini cakep babget ko bisaaaaaa mba massyallah cantikk ,Neutral
732,bapak supir angkot mikrotrans kyknya butuh pelatihan skill nyetir lagi deh terutama dalam hal ngerem bawa mobil tp ngerem kyk naik motor,Negative
733,cuma dijadiin angkot ,Neutral
734,rgoestama yg gw maksud sebagian wilayah jatiasih misal jatisari dan jatiluhur boro boro kejangkau transum macem krl lrt dll angkot aja jarang,Neutral
735,agaknya sy pusing ini angkot udh gelap banget gakda udara masuk bau nya keringet semua lagi ,Neutral
736,sbyfess naik bis yg turun di osowilangun nder nnti naik angkot yg arah gresik ato ngga pake ojol aja,Neutral
737,guys aku masih di angkot saran lagu korea galau dong,Neutral
738,seru banget hari ini ngikutin angkot sampe disinisin gara gara pada gamau ikut naik angkot jadinya ngikutin pake mobil,Neutral
739,habisnontonfilm turun dari angkot bilangnya assalamualaikum bukannya bilang kiri  malunya sampe sekarang,Neutral
740,kegblgnunfaedh sering terjadi wkwk ampe bapak suka marah karna gue bawanya ga bener kanan kirii nyalipnya jugaa ga ngotak bjir kurang setengah meter gue salipp bjir bjir bjirr   apalagi ekspresi kesel dari abang angkot yg gue salip bikin ngkak jadi berenti nangis,Neutral
741,ini pasti tulisannya kak lili wkwk  persis kaya tulisan dia waktu dulu aku gak sengaja baca buku tulis dia di angkot ,Neutral
742,andisinulingga merdeka warung jambu angkot no  tuh ,Negative
743,gatau harus seneng apa kasian sama abang angkot nya,Neutral
744,kan tadi jalanan lancar truss dalem hati gue ngedumel ya allah macet kek atau angkot nya ngetem dlu kek mogok gitu ehhh galama dari gue bilang mogok angkot nya beneran mogok bjirrr,Negative
745,malz naik angkot mndink jemput ,Neutral
746,skkksk tadi se angkot samaaa diaaaa seneng bangetttt,Neutral
747,dulu kuliah s aku masih trauma naik motor akhirnya pp ke kampus naik angkot eh digibahin miskin  orgnya ga ku spill malas  plsss padahal enak banget naik angkot tuh ga panas pernah juga dikasih kue sama nenek,Neutral
748,udah mah gc sendirii eh di setelinnya malah playlist dugem di angkot bukan capek fisik malah capek pusing kepala  ,Negative
749,irvanaan dibacakartiko caloterminl asmirzakovic  kadohan seko stasiun krl mana angkot  larang men  bekasi timur ae nex time ajak ke angkringan depsos,Neutral
750,jijymn bisa bisa aja sihh apalagi kalau ketemu angkot yang nggak grasakgrusuk,Neutral
751,urarakasgf biasalahhh angkot ngetem,Neutral
752,krabx convomfs cibitung jualan ape anjritttttyg ada angkot ngetem semua,Neutral
753,kegblgnunfaedh pernah naek motor kelas  sma kakek meninggal diinfo oleh guru di sekolah disuruh pulang di dalem helm mewek di luar helm ujan deres ngga fokus nyetir motor sempet nyium pantat angkot krn dia berhenti mendadak sepanjang jalan pikiran berantakan,Neutral
754,itzsabrinadewi eh bisa fokus belajar di angkot,Neutral
755,getawonyoung dia nyangkut di terminal ketinggalan angkot,Neutral
756,unmagnetism gua masih un buat stel di angkot pake memo gua,Neutral
757,sbyfess kalau kamu ngereta turun waru terus lanjut bis yg turun osowilangun terus lanjut pake ojol kalau ada angkot ya angkot tapi aku ga ngerti,Neutral
758,ni stylistnya pulang lewat mana dah gw cegat angkot lu ,Neutral
759,nntn mv di angkot trus nangis kayak anak kecil mba mba di sebelah ampe bingung,Neutral
760,emang udh takdirnya hari senin kudu naik angkot,Neutral
761,tfjakarta dishubjakarta dtkjofficial alternatif klo ke kantor nih bulilooo nanti lanjut angkot ke baf,Neutral
762,keknya udah memasuki fase muter playlist dj remix dj angkot atau apalah itu,Neutral
763,ya allah baca ulang naskah asia afrika gue nangis di angkot gak lucu anjim,Negative
764,siapa yang saking ambisnya sampai belajar di angkot,Negative
765,caratstalk aku masi di angkot baru pulang kuliah jd blm sempet dengerin ,Neutral
766,kalo lg nunggu angkot mau pingsan ajadah guee mana ini rame nene kakek semua lagi elah kapan pulabgnya,Neutral
767,fakkk angkot kaga jelas,Neutral
768,imnerize randomworldwar angkot jurusan berlin timur  arjosari,Neutral
769,skzoldest wadoooohh wangi angkot,Neutral
770,yescheefff itu angkot km bilang,Negative
771,convomfs kemarin aku ke st gondangdia buanyakkk makanan sama kalo mau lebih enak lagi sih ke st bogor naik angkot ke surken,Neutral
772,kkito mau ke cididol aku mau ambil paket tp abang ny lama bgt apa ak aja yg nyetir angkot,Neutral
773,partaisocmed angkot ini kena prank atuh yah ,Neutral
774, untung angkot ga kebayang sebanyak ini tapi di mobil pribadi tertutupac nyalajalanan naik turun belak belok kayak motogp titipan ,Neutral
775,migpain udah jelas supir angkot goblog top tier ,Neutral
776,doyougz cekikikan liat captionnya aku tebak playlist angkot itu hidden music taste kakak ya ngaku ,Neutral
777,naik angkot krn terakhir sendiri l ditanya mamangnya turun mana kirain dia ak turun di rute trakhir padahal bntar lagi kan udah tuh ku tanya balik mau balik ke posan lagi ya  iya neng mau ngejar yg anak sekolah pd pulang oya udah mang kan ga jauh ini,Neutral
778,playlist dj angkot menjadi solusi terakhir kebudrekan uts,Neutral
779,nugujiya lagi di angkot kah mas lagi penuh penumpang kah dempet dempet eh,Neutral
780,alfiradmy di ipb rame angkot mobil pada macett,Neutral
781,ogdrsp hasyimmah golekperkoro kalau duit mereka banyak udh jorjoran bro dri kemarenkemaren  toh anies dluan yg dideklarasiin jadi capres di makassar malah tim ganjar udh bagibagi kaos sembako dari tahun kemaren baliho billboard gede stiker di angkot menjamur anies malah gk kurang kurang banget,Neutral
782,frzadam txtdrjkt bener dulu dkt ruma gw ada angkot  jenis doang buat pp pondok labu  blokm sekarang kan pakenya jaklingko ya tp gw udh keder bingung kalo krl masi hafal dikit tj gak hafal smsek enak naik motor tinggal ngemaps gaiss,Neutral
783,isnaaaisnuul oh pantesan kang angkot semuanya cowok soalnya cewek selalu kanan,Negative
784,kamana atuh angkot,Neutral
785,imnoturfavtaste lg gk di angkot,Neutral
786,dia nya ngejemput gua udh naik angkot,Negative
787,w literally baru bangun kan ya terus naek angkot mang angkotnya kagak bisa santai jir,Neutral
788,ya oke lah mrt memang mahal infrastruktur paling murah ya pake bus feeder amp  angkot itu ae sek sing ditambah syukur kai mau bikin krl surabaya raya,Neutral
789,baru di angkot wir,Neutral
790,innefableuc dikirain naik angkot kuning,Neutral
791,jagiyanation mepet mepet mulu kayak di angkot,Neutral
792,userwinter userethan usersunghoon remaja hormonal yang tiap ketemu pangkupangkuan kayak naik angkot majalayasayang,Neutral
793,enfpgurlz convomfs gua ngakak banget di angkot,Neutral
794,ahhhhh ketinggalan garagara angkot lama banget ngetem,Neutral
795,rentfess song oke gas  lagu jamet angkot masa kini ku ,Neutral
796,angkawan buddhisgl penindas adalah bahasa masyarakat kita lihat saja kalau di lampu merah yg melanggar lebih galak  lihat saja pedagang di trotoar galak dan berasa sebagai pemilik fasilitas umum sopir angkottranspor online juga berasa paling punya jalan bayangin aja kalau mrk jd penguasa,Neutral
797,makanyaaa males naik angkot itu gini jirrr ke kejar waktuuuu,Neutral
798,jembermfs ngebis trs naek angkot kl klakah masi jauh dari lmj kota,Neutral
799,nainiaaaa iyya lagi turun nya pake lompat kayak turun dari naik angkot   gak bisa gaya kaki duluan turun ,Neutral
800,cobaan ku didinya momotoran ka kopo beurangbeurang atau naek angkot anu ngaheab,Neutral
801,colzmbina iihh hati hati ya kamuu jangan bengong di angkot,Neutral
802,hari minggu ada yg minat ikut long run ga  saya bareng beberapa temen mau long run start dari botani square bgr amp  finishnya di pertigaan jalan taman safari cisarua km pace   pulangnya sewa angkot ke botani lagi for further detail boleh reply  cont,Neutral
803,blebihbaik dengerin music dj angkot,Neutral
804,bitylusional kak aku masih di angkot udah lama mulainya angkot merah nih lama betul cari penumpang,Neutral
805,cigaqs gw ngebayanginnya lu smbil nyetir angkot yan,Neutral
806,sebong bentar ya aku masih di angkot lama banget emang ini,Neutral
807,kkujousara haii kak rumii aku masih di angkot wrwrwrw ,Neutral
808,maraneh kudu nyobaan stress na kolot dijalan aing pernah keur capena trs macet eta jalan soetta teh mana ncan dahar  jol ojol ceurik aing teh di angkot mana di tempoan ku budak leutik nya teu heboh sih eta ge bari menetupi air mata nu teu bisa kabendung deui,Neutral
809,imambepe syahdaka kisah lucu tmn sy ketemu ibu di angkot minta ongkos buat pulkam dikasih sm dia eh brp hari dia ketemu ibu itu lg di angkot tmn sy ngomong ai ibu kenapa ga pulang  ternyata modhus,Neutral
810,bukan gapunya uang tp emang seirit itu gua orangnya  dikasih duit sama bokap buat jajan tu duitnya gaperna gua pake dikasih ongkos buat naik ojol juga lebih milih naik angkot karna lebih murah dan sisany mending di tabung  ,Negative
811,starryieng sevenths left  kiri out keluar left out  keluar kiri keluar kiri  turun dari angkot,Negative
812,tadi gue lagi pengen naik angkot bareng temen temen gue yg searah akhirnya kita naik angkot bertiga karna gue naik di stasiun ada ibu ibu sama anaknya naik angkotyg sama dia depan kita dan pas di jalan dia nyodorin uang buat kita bayar angkotsehat sehat ibu,Negative
813,damn alhamdulillah hujan tapi kenapa pas masih di sekolah gue gak suka sore hari di ujung berung ya allah angkot disini mah rese,Neutral
814,i lama lagi terus pas angkotnya udah ada gua nunggu angkot itu ngetem lagi nunggu penuh dan penuhnya lamaa hiks  gua laper banget terus nangis di angkot anj ,Neutral
815,samyudhamboiz malangtramway pemkotmalang dishubmlgkota terus di sangoni sopir angkot e cek ga demo wkwk,Neutral
816,txtdrpemerintah anjir orang depok demen banget coli di angkot ,Neutral
817,gara gara gua balik sekolah udh laper bgt karna emg jarang jajan di kantin sekolah gt lebih suka nanti aja pulang sekolah makan d rumah nah pas gua mau transit angkot eh angkot yg gua mau naikin jalan duluan pdhl gua masih nyebrang terpaksa nunggu angkot selanjutnya yang past,Neutral
818,makasi ehan atid gw menghemat  gw dengan naik angkot,Neutral
819,tanyarlfes pernahnya mimisan di angkot,Neutral
820,tangsel mana ada udah kalah duluan didemo sopir angkot aneh banget emang pemkotnya,Neutral
821,thehatredonee dj angkot lbh seru,Neutral
822,qiuqiuofficial paic angkot aja mbamurmer,Neutral
823,stasiun dengan banyak tukang jajan itu   bogor keluar stasiun yg banyak angkot  citayam  pocin keluar stasiun langsung banyak tukang jualan  duren kalibata jalan ke arah apartemen sampingnya  gondangdia  jakarta kota ini tinggal jalan ke kotu banyak tukang jajan,Neutral
824,tfjakarta dishubjakarta dtkjofficial waaa bye bgt angkot bayar s,Neutral
825,mnurcholik wkwkwkwkwkwk kalo kiri nanti jadinya kang angkot ,Neutral
826,liputandotcom yaudah kurangi atau jgn gunakan mesin bahan bakar minyak klo gitu  nyatanya kan org id sehari hari sering membuang buang bbm  anak sekolah misalnya itu pdhl bisa banget utk anak tksd jalan kaki saya dlu pp sekolah kira km jarak m mungkin  smpsma naek angkot,Neutral
827,tadi liat bapak dijalan pas lagi narik angkot terus belakang mobil angkotnya poster partai gerindra  baru mau bilang widih sangking dukungnya segala ditandai  eh ternyata hampir beberapa angkot juga sama ada posternya wkwk tapi bapak pasti bangga dipakaiin poster gerindra,Neutral
828,nanafff angkot kren,Negative
829,ini agak anyink sih singkat cerita gua nyampe di pasar rebo naik angkot sampe di auri sampe jam  lewat di auri ywdh gua naek ojek buat balik pas sampe gua kasih k kan biasanya jg gua naik gojek ga sampe ceban karna emg dket trus dia nolak maksa minta k gua blg ,Neutral
830,aewin angkot dong,Negative
831,malangtramway pemkotmalang dishubmlgkota lebih mudah ngasih subsidi angkot daripada bikin sistem transportasi yang memadai,Neutral
832,bukannya gk mau diajak ajak kesana kemari tapi gua pengen pergi ke daerah grobogan mau gabut foto di stasiun kedungjati rencananya jadi menghemat buat gk sering jajan karena daerahnya susah angkot terpaksa harus cari alternatif yg mesti ada duit jagaan selain naik kereta,Negative
833,jhso jarinya ngetik seenak jidat bapaknya belum aja dilindes angkot ,Neutral
834,naik angkot pas ada bisul lumayan memacu adrenalin ternyata,Neutral
835,sumpah tadi di jalan pas mau jemput adek tetiba perutku sakit gegara haid  kebelet pup kek akhzjssjzkahshsh mau nangisss  biasanya di jalan  menit jadi  menit sangking pelannya  angkot biasanya ku salip tadi aku diemin aja soalnya sakitnya bikin merinding sebadan ,Neutral
836,disuruh naik angkot  gw buta arah anjir gak bisaaaaaaaa  takut nyasar,Neutral
837,nutamericano gapernah naik angkot di depok kak,Neutral
838,nayanayah txtdaribogor hehe nikmati kak bogor terkenal sejuta angkot semoga ada kebijakan baru buat transportasi umum minimal transbogor dan mikrotrans agar kemacetan bisa terurai,Negative
839,directmeggie klau diliat kacamatanya mirip kenek angkot,Neutral
840,njn txtdaribogor milih anies yang ada angkot makin acak kadut ga diurusin samsek belom lgi hti sama fpi bisa balik lagi,Negative
841,bagaschvnk dokterpang opo nek wong kono ki coline neng angkot to bang,Neutral
842,progorejosari basaillive txtdrmagelang neng temanggung rak onok angkot model kijang,Neutral
843,x iya maksudnya kebayang kalau dia naik angkot pasti lebih ngamuk duduknya aja bisa lutut sama lutut ketemu  udah paling bener dia naik taxi aja wkwkwk,Neutral
844,x kalau dia naik angkot gimana yadi angkot kan posisinya deket banget sama orang orang ,Neutral
845,kemenangan untuk sobat angkot,Negative
846,malu bgt tadi gabisa buka pintu angkot kukira bukanya kayak biasa gt ternyata dari luarny,Neutral
847,iloveouyoou ada ga yaa yang mau sama gua karna playlist gua playlist angkot,Neutral
848,dan tiba tiba angkotnya mundur anjing panik banget  gemeteran mana di belakang angkot banyak mobil gede dan most of them marah marah karena angkotnya mogok jadi bikin macet akhirnya aku sama yang lain mutusin turun dari angkot,Negative
849,senin tai ayam dosen batalin kelas padahal baru nyampe dan masih ngos ngosan soalnya kelas di lt  dia masuk kelas bisa diitung jari online pun ga join link akhirnya pulang minta jemput bapak tapi dia off akhirnya mutusin naik angkot eh angkotnya mogok di turunan fly over ,Negative
850,lu naik motor tiap hari lewat kalimalang juga banyak kejadian  bentar macet karna orang berantem angkot ngetem ada juga bis yang tiba motong jalur,Negative
851,selasa  september   museum angkot btw kalo mau foto foto di dalem harus bayar dulu ya gays ini terusan dari jatim park jadi dari pagi di jatim park gelangnya gak boleh dicopot museum angkot cantik bangettt disini kita juga mam malem dan sholat  ,Neutral
852,kvrinajoe aku jarang naik angkot,Neutral
853,waktu sma aku paling anti naik transportasi umum sekolah diantar jemput kalau pun supir atau orang rumah pas ga bisa jemput pasti nebeng temen atau naik taksi  segitunya ga mau naik angkotbus kota karena ga mau kepanasan dikatain kemayu yo beeeen raurus ,Neutral
854,dxafortuna tar ya gue bikin jazz version atau ga koplo remix biar bisa masuk playlist angkot well ,Neutral
855,sp suka playlist angkot ,Neutral
856,ya allah tadi shana ke indomerid naik angkot terus pas pulang angkotnya ga nongolnongol mana panas banget meeeen sampe orang omom sekampung dateng hiks shana dikasih tumpangan hiks hiks huweee terima kasih orang baik  kalo gak gosong shana gak jadi kosple kirika,Neutral
857,agoeci datuakrajoangek masalahnya abang hasan ini biasa mendidik penontonnya jangan jadi politisi cegat angkot eh prabowo malah kasih penumpang cegat angkotkan bang hasan konsultannya prabowo g di nasehati apa gmn,Neutral
858,dari luar udh keren pakai earphone dengerinnya playlist dj angkot sapa gue lah wkwkwk,Neutral
859,leownjin aa neng mau beli angkot  unit biar jadi juragan angkot ,Neutral
860,singqongkeju aku sukanya musik dj angkot breakbeat kak,Neutral
861,malangtramway pemkotmalang dishubmlgkota maringono didemo sopir angkot,Negative
862,kalau kecewa gak usah menyalahkan orang dgn dalih segala macam brahala pergi naik angkot salah tujuan kok yang disalahin jalur angkotnya baca dulu baru naek,Neutral
863,bahasbus tangsel masih di era sebelum pemekaran angkot,Neutral
864,seiirhati  naik angkot donk ntar  ,Negative
865,kmaren ak racun in pacar ak dngn playlist dj angkot dia cuman geleng kepala aja melihat kelakuan pacarnya yg keracunan lagu dj tiktok berasa diangkot,Neutral
866,sevagascu sioy margianta integrasi transport konsep dari ahk diawali hal makro yaitu transjakarta cl mrt regenerasi angkot jembatan dan trotoar yang nyaman an tinggal melanjutkan ke hal mikro regulasi angkot jaklingko dan dipercantik juga semua punya prestasi masing,Neutral
867,tanyakanrl setuju bgt  gua pernah lagi antri mau beli bensin di pertamina di sebelah ada angkot yang penuh sama gerombolan cewek dan gua diketawain sambil divideoin anjg kek sumpah ga jelas freak stress aneh sakit pen gua tonjok anj,Neutral
868,dsuperboy telat brangkat dikit ngga bisa naik angkot akhirnya naik gojek terkuraslah duit buat makan ngga disiplin  kelaperan,Neutral
869,ini kls  yah yg msuk siang kasian gua liatnya ni angkot malah ngetem trs dia ngeliatin jam mulu dihhhh karunyaaa,Neutral
870,njn txtdaribogor eh iya anj angkot bogor klo berenti tengah jalan cok suka tiba berenti gajelas bgttt musnahin ajalah macet bjir,Neutral
871,chaeyeondc lagu angkot mana lagi,Neutral
872,cinta itu ibaratnya seperti angkot rela nungguin orang di ujung jalan yang belum tentu mau naik,Neutral
873,bospot itu kaca mata yg dlu naik angkot waktu sakit mata ya,Neutral
874,kalawasanadeva hugeduckk chaaaaww memelord depok baru baru ini ada aturan dilarang onani di angkot,Neutral
875,gibran waktu jadi walikota adalah calon dari pdip   sekarang sudah ganti angkot karena pdip gak nyampai kepresidenan  kebayang megawati menggerutu like father like son   ,Neutral
876,acara bertajuk deklarasi komunitas angkot jawa tengah dukung prabowo itu digelar di semarang minggu  para sopir angkot yang datang dari berbagai kabupatenkota di jateng itu kompak mengenakan kaus merah dan putih bertuliskan wayahe prabowo  berjanji setia dengan ,Negative
877,pulang kuliah nangis di angkot,Negative
878,kabartangsel min angkot bsd ke oarung masih aktif jalan ga ya,Neutral
879,txtdrcisauk min angkot bsd ke parung masih aktif ga sih,Neutral
880,piyou apakah dj angkot akan menggema di thai,Neutral
881,pttransjakarta kemarin peraturan naik angkot di depok skrg giliran tj pake harus ngelarang nyolong ,Neutral
882,anjir dulu gue pernah mikir mau lari dari kiamat naik angkot karena gue mikirnya kalo naik angkot ngga bakal kena kiamat ,Neutral
883,buntut dari aksi yang sempat viral dan menghebohkan masyarakat terkait seorang pria yang masturbasi di dalam angkot berisi penumpang perempuan di kota depok jawa barat   petugas dinas perhubungan kota depok bersama dinas pemberdayaan perempuan perlindungan anak pengendalian ,Neutral
884,radenontoseno pernah kejadian lagi naik angkot duitnya ga kebawa alhasil bingung sendiri mau bayar pake apa trs ada ibu turun dan bayar ongkos nya sama ongkosku lgsg aku bilang makasih ya bu sampe pengen nangis ternyata di kota yg menurutku kejam masih ada orang baik disini,Neutral
885,semmicoion biasa tuan muda ngga biasa naik angkot jdi muntah gitu tdi lebay bgt smpe muntah darah,Neutral
886,unit kok agak absurd ya peraturannya  emang klo gak ada peraturannya trus boleh gitu onani di angkot ,Negative
887,asik bgt dengerin mba telponan berantem sm siaminya di angkot kayak dr angkot kalan smp gw tirun masih berangyem,Neutral
888,lah depok menormalisasi onani di angkot  agak lain ya ,Neutral
889,guardiamoavant iya beberapa emang kebawa behaviour pas jadi supir angkot biasa cuma itu gak berdampak karena jak ngebantu banget para penumpang yang males nunggu angkot ngetem yang bisa sampe sejam dan bikin macet belum berantemnya jadi itu bagus banget buat pengguna transport umum,Neutral
890,kalo ikut angkot yg belok jd lama bgt anjj,Neutral
891,sosmedkeras gw pas jaman smp dan sma bela belain ke warnet cuman download lagu terus temen pada minta dan share dari bluetooth terus kalau ada lagu enak di angkot atau mall suka di rekam dulu baru di cari di google jaman itu seru ,Neutral
892,chynthiak dennysiregar sesama buzzer jangan saling mendahului kayak angkot yg ngejar setoran saja ,Neutral
893,transjakarta buka rute angkot mikrotrans baru lebak bulusterminal pasar minggu ,Negative
894,giselle apa tampangku kayak supir angkot kah,Neutral
895,tajjunghwan iyaa dedi aku emang supir angkot untungnya sekarang udah jadi juragan angkott ,Neutral
896,paling ngeri kalo dpt abang angkot yg ugalugalan cuy serem dah,Neutral
897,jenonct boleh kita naik angkot ya kamu jadi supirnya,Neutral
898,setiap hari klo brngt naek angkot be like,Neutral
899,tiap hari coba angkot nya sampe fbs dong wkwkw,Neutral
900,komunitas angkot di jateng deklarasi dukung prabowo capres   detiknews  jokowinomics menatamasadepan bersamaprabowo,Neutral
901,cylerparmo sorry sukanya dj angkot,Neutral
